adn	0.008532082612709975
afk	-0.009581094261449298
afn	0.015648286140089417
amf	0.007575757575757577
asap	-0.005681818181818177
asl?	-0.008503401360544218
atm	0.006096734859775099
b4	0.0
bbl	0.011289291503495549
bc	0.0
bf	0.0
bfd	0.0
bfn	0.0
brb	0.016748530783316628
btdt	0.0
btw	0.002795533591096986
cu	0.016839395222863207
cya	0.0
d/w	-0.033556652854907346
dl	-0.12023978889164626
eg	0.14500000000000002
emsg	0.0
f2f	-0.0038537849913225933
fts	-0.07071203306614424
fyi	0.008837144059475383
gal	0.0037202606833903404
gf	0.0
gg,	0.0
gl	0.20382001836547295
gmta	0.07671462363955218
gr	0.0
gtg	0.001236592319346185
g2g	0.001236592319346185
gtsy	-0.022572037925758487
h&k	0.021423369296322055
h/o	0.033744660685842684
hb	-0.01824817518248175
hfs	-0.07071203306614424
hw	0.0
ianal	-0.16116331535183898
idk	0.20244254265956965
im	-0.005474452554744526
imho	-0.14937000406448991
imo	-0.14937000406448991
irl	0.0011745105863479298
jk	0.051686763311204455
j/k	0.051686763311204455
jtlyk	0.22228923811874393
jw	0.051686763311204455
k	0.0
kk	0.0
kit	-0.003761984176129463
kinda 0.0
kthx	0.02272727272727273
kthxbi	0.015151515151515154
l8r	0.0
lmao	0.0
lmfao	0.0
lol	0.0
ltns	-0.02890480198709762
lyl	0.006815113903788028
lylab	0.08187237244861953
lylas	0.07803969614550958
mwa	-0.014454261954012277
nc	-0.09333333333333332
n/c	-0.09333333333333332
nfl	-0.3125
nfw	-0.09629037769185655
nm	0.10629671824321968
n/m	0.10629671824321968
np	-0.06690997566909976
ns	-0.15404536639947758
nvm	0.10629671824321968
oic	0.005613131740954402
ol	0.0050
om	8.686009266387554E-4
omg	0.005356596265687175
otp	-0.13686131386861314
pal	0.0
pita	-0.1343991823623887
pls	0.30000000000000004
plz	0.30000000000000004
pm	-0.020661157024793392
pmfji	0.0
pos	0.0
ppl	-0.008836186010645529
qt	0.0
r	0.0
rl	0.0017617658795218948
rofl	-0.02123806648599448
roflmao -0.012113978894753605
roflmaoqxz	0.03572275380080194
roflpmp	-0.0497426525965024
rtfm	9.525049531300441E-4
sb	0.0
so	0.0
sol	-0.03714135537742949
sos	-0.047600492200202675
srsly	0.09090909090909093
sry	-0.30762167125803497
ssdd	-0.041912437125062686
stfu	0.0
sup	-0.009826630703677945
sys	-0.054080302388568396
ta	0.02272727272727273
thx	0.04545454545454546
ttfn	0.0
ttyl	-0.028122130394857673
ty	0.0
tyt	0.01701107273208068
u	0.0
ul	0.0
u/l	0.0
ur	0.0
vn	0.5407490531631365
w.e	0.0
w/e	0.0
wb	0.0
weg	0.008770623448678646
wtf	0.0
wtgp	-0.0077218520109799
wth?	-0.12902724850975378
wts?	-0.09428271075485899
xoxo	0.03125
ybs	0.033867874510486645
yt	0.0
yw	0.20454545454545456
